지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C)
248,장수,2020-01-01 22:00,-4.9,,.5,94,981.4,-.5
248,장수,2020-01-01 23:00,-5.7,,.3,96,981.3,-.8
248,장수,2020-01-02 00:00,-6.1,,.3,95,981.2,-1.3
251,고창군,2020-01-01 01:00,-5,,2.6,52,1026.5,-3.4
251,고창군,2020-01-01 02:00,-4.6,,2.1,60,1026.1,-2
251,고창군,2020-01-01 03:00,-4.5,,.7,57,1026.4,-1.7
251,고창군,2020-01-01 04:00,-4.5,,1.1,59,1026.3,-1.5
251,고창군,2020-01-01 05:00,-4,,.9,64,1025.9,-1.3
251,고창군,2020-01-01 06:00,-3.8,,.7,68,1025.8,-1.3
251,고창군,2020-01-01 07:00,-3.8,,.4,70,1026.1,-1.2
251,고창군,2020-01-01 08:00,-3.5,,.5,73,1025.9,-1
251,고창군,2020-01-01 09:00,-2.9,,.4,70,1026.5,-.4
251,고창군,2020-01-01 10:00,-1.3,,.4,72,1026.7,.2
251,고창군,2020-01-01 11:00,.6,,.5,66,1026.5,1
251,고창군,2020-01-01 12:00,2.7,,.9,57,1025.6,2.1
251,고창군,2020-01-01 13:00,2.9,,1.2,57,1025,4
251,고창군,2020-01-01 14:00,3.7,,2.8,52,1024.5,5.5
251,고창군,2020-01-01 15:00,3.7,,2.5,54,1024.6,5.4
251,고창군,2020-01-01 16:00,4,,3.3,52,1025.2,5.6
251,고창군,2020-01-01 17:00,3.2,,1.8,55,1025.1,3.2
251,고창군,2020-01-01 18:00,2.2,,1.1,60,1024.9,1.2
251,고창군,2020-01-01 19:00,-.6,,.3,72,1024.9,.5
251,고창군,2020-01-01 20:00,-1.7,,.1,76,1024.4,.2
251,고창군,2020-01-01 21:00,-2.1,,.1,80,1024.5,-.4
251,고창군,2020-01-01 22:00,-2.4,,0,81,1024.7,-.9
251,고창군,2020-01-01 23:00,-2.5,,0,83,1024.8,-.9
251,고창군,2020-01-02 00:00,-1.8,,.1,81,1024.3,-.7
252,영광군,2020-01-01 01:00,-5,,1.3,62,1029.6,-4.5
252,영광군,2020-01-01 02:00,-4.7,,.6,62,1029.5,-4.6
252,영광군,2020-01-01 03:00,-4.3,,1.4,63,1029.5,-4
252,영광군,2020-01-01 04:00,-4.2,,.7,65,1029.6,-3.8
252,영광군,2020-01-01 05:00,-4.1,,.9,66,1028.8,-4
252,영광군,2020-01-01 06:00,-3.8,,.5,67,1029,-3.5
252,영광군,2020-01-01 07:00,-3.8,,.5,70,1029.1,-3.8
252,영광군,2020-01-01 08:00,-3.8,,.2,75,1029.2,-3.3
252,영광군,2020-01-01 09:00,-2.8,,.5,71,1029.4,-.5
252,영광군,2020-01-01 10:00,-1.2,,.5,69,1029.8,3.4
252,영광군,2020-01-01 11:00,.6,,.3,65,1029.5,4.5
252,영광군,2020-01-01 12:00,1.8,,.5,64,1028.7,7.6
252,영광군,2020-01-01 13:00,2.9,,.7,63,1027.9,10.4
252,영광군,2020-01-01 14:00,3.7,,.9,60,1027.5,8.3
252,영광군,2020-01-01 15:00,4.1,,2.5,60,1027.6,8.2
252,영광군,2020-01-01 16:00,4,,2.8,56,1028.2,6.7
252,영광군,2020-01-01 17:00,3.6,,1.8,58,1028,3.7
252,영광군,2020-01-01 18:00,1.6,,.8,65,1027.8,-1
252,영광군,2020-01-01 19:00,.2,,.4,72,1027.7,-2.7
252,영광군,2020-01-01 20:00,.6,,1.1,72,1027.2,-1.9
252,영광군,2020-01-01 21:00,-.7,,.9,77,1027.5,-3.3
252,영광군,2020-01-01 22:00,-2.1,,.6,85,1027.8,-4.5
252,영광군,2020-01-01 23:00,-2.5,,.4,87,1027.8,-4.7
252,영광군,2020-01-02 00:00,-1.8,,.5,85,1027.2,-2.3
253,김해시,2020-01-01 01:00,-2.5,,4.5,25,1024.1,-2.4
253,김해시,2020-01-01 02:00,-2.7,,3.2,23,1024.3,-2.5
253,김해시,2020-01-01 03:00,-2.8,,2.9,28,1023.9,-2.6
253,김해시,2020-01-01 04:00,-2.8,,4.1,42,1023.8,-2.5
253,김해시,2020-01-01 05:00,-3,,3.5,46,1023.7,-2.4
253,김해시,2020-01-01 06:00,-3.1,,3.4,52,1023.9,-2.3
253,김해시,2020-01-01 07:00,-3.4,,2.9,56,1023.9,-2.3
253,김해시,2020-01-01 08:00,-3.2,,1.2,58,1024.1,-1.9
253,김해시,2020-01-01 09:00,-1,,2,53,1025,-1.3
253,김해시,2020-01-01 10:00,1.2,,2.9,51,1024.9,-.7
253,김해시,2020-01-01 11:00,3.1,,4,50,1024.7,2
253,김해시,2020-01-01 12:00,4.8,,3.8,46,1023.6,8.6
253,김해시,2020-01-01 13:00,5.7,,4,44,1022.9,9.2
253,김해시,2020-01-01 14:00,6.6,,4,41,1022.4,8.1
253,김해시,2020-01-01 15:00,7.2,,3,39,1022.1,6.9
253,김해시,2020-01-01 16:00,6.8,,3.8,41,1022.6,5.3
253,김해시,2020-01-01 17:00,5.6,,3.5,43,1022.8,3.4
253,김해시,2020-01-01 18:00,4,,1.2,50,1023.3,1.8
253,김해시,2020-01-01 19:00,2.9,,.7,55,1023.2,.9
253,김해시,2020-01-01 20:00,1.8,,.7,58,1023.1,.3
253,김해시,2020-01-01 21:00,1.1,,.9,62,1022.9,.5
253,김해시,2020-01-01 22:00,1.4,,2.5,61,1023,-.3
253,김해시,2020-01-01 23:00,1.6,,3.7,60,1023.1,-.3
253,김해시,2020-01-02 00:00,1.4,,4.4,61,1022.5,-.4
254,순창군,2020-01-01 01:00,-8.1,,1.2,84,1018.2,-4.8
254,순창군,2020-01-01 02:00,-8.5,,1,89,1017.9,-5.1
254,순창군,2020-01-01 03:00,-8.6,,1,85,1018,-5.2
254,순창군,2020-01-01 04:00,-8.5,,.3,85,1017.9,-4.3
254,순창군,2020-01-01 05:00,-7.2,,.7,73,1017.7,-3.1
254,순창군,2020-01-01 06:00,-6.6,,.9,77,1017,-2.9
254,순창군,2020-01-01 07:00,-5.7,,.3,70,1017.6,-2.5
254,순창군,2020-01-01 08:00,-6,,1.1,79,1017.4,-2.5
254,순창군,2020-01-01 09:00,-4.8,,.2,69,1017.8,-2.2
254,순창군,2020-01-01 10:00,-2.8,,1.2,61,1017.9,-.3
254,순창군,2020-01-01 11:00,-1.3,,.9,64,1018,.2
254,순창군,2020-01-01 12:00,.6,,1.2,63,1016.8,1.3
254,순창군,2020-01-01 13:00,2,,1.2,59,1016.1,1.7
254,순창군,2020-01-01 14:00,2.6,,3.9,56,1015.4,2
254,순창군,2020-01-01 15:00,2.9,,3.3,55,1015.5,2.3
254,순창군,2020-01-01 16:00,3.1,,2.4,54,1016,1.2
254,순창군,2020-01-01 17:00,2.3,,2.1,58,1016.4,.1
254,순창군,2020-01-01 18:00,.5,,1,66,1016.3,.1
254,순창군,2020-01-01 19:00,-.8,,1,76,1016.3,-.3
254,순창군,2020-01-01 20:00,-1.7,,2.2,81,1015.8,-.6
254,순창군,2020-01-01 21:00,-3.2,,.2,90,1015.8,-1
254,순창군,2020-01-01 22:00,-3.3,,.3,89,1016.2,-1.3
254,순창군,2020-01-01 23:00,-4,,.2,92,1016.4,-1.7
254,순창군,2020-01-02 00:00,-4.6,,.1,95,1016.1,-1.9
255,북창원,2020-01-01 01:00,-5.9,,1.1,25,1025.6,-6.6
255,북창원,2020-01-01 02:00,-5.9,,1.5,22,1026,-7.1
255,북창원,2020-01-01 03:00,-6,,1.7,25,1025.5,-7.2
255,북창원,2020-01-01 04:00,-6.6,,.4,35,1025.1,-7.3
255,북창원,2020-01-01 05:00,-6,,1.1,46,1025.2,-6.8
255,북창원,2020-01-01 06:00,-4.9,,.6,49,1025,-6.4
255,북창원,2020-01-01 07:00,-5.3,,.4,51,1025,-6.5
255,북창원,2020-01-01 08:00,-5.3,,.7,54,1025.1,-5.6
255,북창원,2020-01-01 09:00,-2.8,,.4,48,1025.8,-3.5
255,북창원,2020-01-01 10:00,-.8,,.7,46,1025.8,-1.1
255,북창원,2020-01-01 11:00,.1,,3,48,1025.7,.7
255,북창원,2020-01-01 12:00,1.8,,2.4,44,1024.6,3.7
255,북창원,2020-01-01 13:00,2.3,,2.4,41,1023.8,6.9
255,북창원,2020-01-01 14:00,3.3,,2.8,40,1023.2,7.7
255,북창원,2020-01-01 15:00,3.5,,2.4,40,1023.1,7
255,북창원,2020-01-01 16:00,3,,1.8,42,1023.5,3.9
255,북창원,2020-01-01 17:00,2.1,,1.2,45,1023.8,-1.3
255,북창원,2020-01-01 18:00,.7,,.9,50,1024.1,-1.2
255,북창원,2020-01-01 19:00,-.1,,.4,55,1024,-1.3
255,북창원,2020-01-01 20:00,.3,,1.4,50,1023.9,-1.4
255,북창원,2020-01-01 21:00,0,,1.4,51,1023.8,-1.6
255,북창원,2020-01-01 22:00,-1.3,,1,56,1024.3,-1.8
255,북창원,2020-01-01 23:00,-2,,.9,60,1024.6,-2.2
255,북창원,2020-01-02 00:00,-2.3,,.6,59,1024,-2.6
257,양산시,2020-01-01 01:00,-2,,1.8,24,1030.1,-3.3
257,양산시,2020-01-01 02:00,-1.4,,2.3,20,1030.2,-3.4
257,양산시,2020-01-01 03:00,-2.3,,3.2,25,1029.8,-3.3
257,양산시,2020-01-01 04:00,-2.1,,1.5,39,1029.6,-3.3
257,양산시,2020-01-01 05:00,-.7,,2.3,48,1029.6,-3
257,양산시,2020-01-01 06:00,.2,,2.1,48,1029.5,-2.4
257,양산시,2020-01-01 07:00,-.2,,2.5,53,1029.6,-2.1
257,양산시,2020-01-01 08:00,0,,2.2,55,1029.6,-1.9
257,양산시,2020-01-01 09:00,.6,,2.2,56,1030.8,-1.4
257,양산시,2020-01-01 10:00,2.8,,1,47,1030.8,-.4
257,양산시,2020-01-01 11:00,4.6,,1.4,43,1030.6,.7
257,양산시,2020-01-01 12:00,5.9,,2.3,39,1029.5,4.9
257,양산시,2020-01-01 13:00,6.5,,4.3,38,1028.6,7.9
257,양산시,2020-01-01 14:00,7.3,,2.7,36,1028.3,9.8
257,양산시,2020-01-01 15:00,7.3,,2.6,38,1028.1,6.7
257,양산시,2020-01-01 16:00,7.1,,3.1,38,1028.6,3.9
257,양산시,2020-01-01 17:00,6.1,,1.9,40,1028.9,2.3
257,양산시,2020-01-01 18:00,4.9,,1.9,45,1029.3,.8
257,양산시,2020-01-01 19:00,2.2,,1.1,55,1029.3,-.2
257,양산시,2020-01-01 20:00,1.3,,1.3,60,1029.1,-.3
257,양산시,2020-01-01 21:00,.4,,.3,64,1028.9,-.3
257,양산시,2020-01-01 22:00,2.6,,2.4,52,1028.9,-.7
257,양산시,2020-01-01 23:00,2.7,,2.5,51,1029,-1
257,양산시,2020-01-02 00:00,2.3,,2.2,53,1028.6,-1.1
258,보성군,2020-01-01 01:00,-3.3,,6.8,41,1032.4,-3.2
258,보성군,2020-01-01 02:00,-3.3,,3.2,37,1032.4,-3.2
258,보성군,2020-01-01 03:00,-3.1,,4.8,56,1032.7,-3.2
258,보성군,2020-01-01 04:00,-3.4,,3.1,50,1032.7,-3.3
258,보성군,2020-01-01 05:00,-2.8,,2.8,59,1032.2,-2.6
258,보성군,2020-01-01 06:00,-1.9,,3.4,61,1031.9,-2.5
258,보성군,2020-01-01 07:00,-1.2,,3.7,61,1032,-2.5
258,보성군,2020-01-01 08:00,-1.6,,4.2,65,1032.4,-2.4
258,보성군,2020-01-01 09:00,.6,,4.1,60,1032.4,-1.1
258,보성군,2020-01-01 10:00,2.8,,5.6,53,1032.6,.2
258,보성군,2020-01-01 11:00,4.3,,6.7,52,1032.6,4.2
258,보성군,2020-01-01 12:00,5.2,,6.4,50,1031.5,6.7
258,보성군,2020-01-01 13:00,5.9,,5.8,49,1030.5,8.1
258,보성군,2020-01-01 14:00,6.1,,6.9,51,1029.9,8.1
258,보성군,2020-01-01 15:00,5.7,,6.9,51,1029.8,7.3
258,보성군,2020-01-01 16:00,5.2,,6.5,52,1030.8,3.4
258,보성군,2020-01-01 17:00,4.4,,5,55,1031.1,1.2
258,보성군,2020-01-01 18:00,3.3,,4.1,59,1031.1,0
258,보성군,2020-01-01 19:00,2.9,,3.6,59,1031,0
258,보성군,2020-01-01 20:00,2.2,,2.6,63,1030.7,-.2
258,보성군,2020-01-01 21:00,1.2,,2.1,69,1031,-.7
258,보성군,2020-01-01 22:00,.2,,1.1,69,1031.3,-1.1
258,보성군,2020-01-01 23:00,-.8,,1.4,76,1031.4,-1.2
258,보성군,2020-01-02 00:00,-.3,,3,76,1031.1,-1.3
259,강진군,2020-01-01 01:00,-4.1,,1.7,58,1032,-2.1
259,강진군,2020-01-01 02:00,-4.1,,0,60,1031.9,-2.3
259,강진군,2020-01-01 03:00,-3.4,,2.6,62,1032.3,-2.4
259,강진군,2020-01-01 04:00,-2.3,,3.9,58,1032.2,-2.3
259,강진군,2020-01-01 05:00,-1.6,,3.1,58,1031.7,-1.7
259,강진군,2020-01-01 06:00,-1,,2.8,58,1031.6,-1.8
259,강진군,2020-01-01 07:00,-2.3,,2.5,63,1031.9,-2.2
259,강진군,2020-01-01 08:00,-3.3,,1.4,71,1032.1,-2.3
259,강진군,2020-01-01 09:00,-.1,,2.2,60,1032.1,-1.5
259,강진군,2020-01-01 10:00,2.6,,2.6,53,1032.6,-.9
259,강진군,2020-01-01 11:00,3.9,,3.3,51,1032.5,-.4
259,강진군,2020-01-01 12:00,5.2,,4.1,50,1031.4,-.2
259,강진군,2020-01-01 13:00,5.4,,5.8,50,1030.6,3
259,강진군,2020-01-01 14:00,4.6,,5.5,50,1030,2.6
259,강진군,2020-01-01 15:00,4.8,,5.7,49,1030.2,3.8
259,강진군,2020-01-01 16:00,4.7,,3.6,49,1030.9,2.9
259,강진군,2020-01-01 17:00,3.7,,4.6,53,1030.8,1.8
259,강진군,2020-01-01 18:00,3,,3.4,56,1030.6,.6
259,강진군,2020-01-01 19:00,1.5,,1,62,1030.5,.3
259,강진군,2020-01-01 20:00,.4,,1.4,67,1030,.4
259,강진군,2020-01-01 21:00,-.8,,1.3,73,1030.4,.4
259,강진군,2020-01-01 22:00,-.8,,1.5,74,1030.6,.4
259,강진군,2020-01-01 23:00,-.9,,1.7,75,1030.9,.4
259,강진군,2020-01-02 00:00,-2.5,,.5,84,1030.5,.3
260,장흥,2020-01-01 01:00,-3.4,,3.2,50,1027,-6.6
260,장흥,2020-01-01 02:00,-3.3,,2.5,57,1026.9,-6.7
260,장흥,2020-01-01 03:00,-3.2,,2.9,59,1027.3,-6.7
260,장흥,2020-01-01 04:00,-3,,2.4,60,1027.1,-6.7
260,장흥,2020-01-01 05:00,-1.9,,3,60,1026.7,-4.8
260,장흥,2020-01-01 06:00,-1.3,,2,59,1026.6,-5
260,장흥,2020-01-01 07:00,-1,,2.2,61,1026.7,-5.7
260,장흥,2020-01-01 08:00,-2.1,,.5,68,1027.2,-6.4
260,장흥,2020-01-01 09:00,.6,,1.6,61,1027.2,-2.1
260,장흥,2020-01-01 10:00,2.7,,1.8,55,1027.5,-.3
260,장흥,2020-01-01 11:00,3.9,,3.8,53,1027.5,4.8
260,장흥,2020-01-01 12:00,4.6,,5,52,1026.4,8.7
260,장흥,2020-01-01 13:00,5.1,,4.5,51,1025.6,10.1
260,장흥,2020-01-01 14:00,5,,4.4,52,1024.8,9.6
260,장흥,2020-01-01 15:00,4.4,,3.9,54,1025.1,5.4
260,장흥,2020-01-01 16:00,4,,4.4,55,1025.9,3.3
260,장흥,2020-01-01 17:00,3.7,,3.7,56,1025.8,1.7
260,장흥,2020-01-01 18:00,2.3,,2,62,1025.7,-.2
260,장흥,2020-01-01 19:00,1.5,,.9,65,1025.7,-.1
260,장흥,2020-01-01 20:00,1.3,,1.3,65,1025.3,-.4
260,장흥,2020-01-01 21:00,-.1,,.6,73,1025.6,-1
260,장흥,2020-01-01 22:00,-1.9,,.5,80,1025.8,-2.2
260,장흥,2020-01-01 23:00,-2.5,,.6,85,1026.1,-2.9
260,장흥,2020-01-02 00:00,-3.6,,.4,89,1025.7,-3.7
261,해남,2020-01-01 01:00,-3.6,,1,65,1031.2,-3.6
261,해남,2020-01-01 02:00,-3.7,,1.4,65,1031.2,-4
261,해남,2020-01-01 03:00,-5.6,,1.2,73,1031.7,-4.6
261,해남,2020-01-01 04:00,-5.1,,2.1,68,1031.6,-4.6
261,해남,2020-01-01 05:00,-4.4,,1.9,66,1031,-4
261,해남,2020-01-01 06:00,-4.7,,1.4,69,1031,-4.1
261,해남,2020-01-01 07:00,-4.8,,3.5,67,1031.6,-4.7
261,해남,2020-01-01 08:00,-5.9,,.3,77,1031.8,-4.8
261,해남,2020-01-01 09:00,-3.5,,1.1,69,1031.8,-3.2
261,해남,2020-01-01 10:00,-1.1,,2.6,63,1032.3,-1.9
261,해남,2020-01-01 11:00,1.4,,2.5,58,1032.3,1.9
261,해남,2020-01-01 12:00,3.5,,2.3,55,1031.2,10.2
261,해남,2020-01-01 13:00,4.7,,3.5,54,1030.1,13.1
261,해남,2020-01-01 14:00,4.2,,4.2,56,1029.4,9.1
261,해남,2020-01-01 15:00,4,,3,59,1029.6,6.6
261,해남,2020-01-01 16:00,3.5,,3.3,57,1030.4,4.5
261,해남,2020-01-01 17:00,2.8,,1.5,60,1030.1,2.3
261,해남,2020-01-01 18:00,1.6,,.7,62,1030,0
261,해남,2020-01-01 19:00,1,,.9,66,1029.8,-.8
261,해남,2020-01-01 20:00,-.1,,.6,70,1029.3,-.8
261,해남,2020-01-01 21:00,-2.2,,1.1,81,1029.8,-1.3
261,해남,2020-01-01 22:00,-2.8,,.4,85,1030,-1.6
261,해남,2020-01-01 23:00,-3.2,,.7,89,1030.3,-2.3
261,해남,2020-01-02 00:00,-4.8,,0,92,1029.9,-2.9
262,고흥,2020-01-01 01:00,-4.6,,2.8,45,1025.6,-4.8
262,고흥,2020-01-01 02:00,-5,,.7,45,1025.7,-5.2
262,고흥,2020-01-01 03:00,-4.9,,1.2,46,1025.9,-5.3
262,고흥,2020-01-01 04:00,-4.7,,1.7,58,1025.9,-5.1
262,고흥,2020-01-01 05:00,-4.5,,1.1,57,1025.6,-4
262,고흥,2020-01-01 06:00,-4.5,,.5,65,1025.2,-3.8
262,고흥,2020-01-01 07:00,-3.4,,1.5,67,1025.5,-4.3
262,고흥,2020-01-01 08:00,-2.9,,1,70,1025.8,-4
262,고흥,2020-01-01 09:00,.1,,1.8,60,1025.9,-2.2
262,고흥,2020-01-01 10:00,1.8,,3,54,1026,-.1
262,고흥,2020-01-01 11:00,2.4,,3.9,50,1026,1.5
262,고흥,2020-01-01 12:00,4.1,,3.8,50,1024.8,6.2
262,고흥,2020-01-01 13:00,4.5,,4.8,50,1024,9.1
262,고흥,2020-01-01 14:00,5.5,,4.4,48,1023.3,10.6
262,고흥,2020-01-01 15:00,5.2,,4.6,50,1023.2,9.2
262,고흥,2020-01-01 16:00,4.3,,4,53,1024.3,6.7
262,고흥,2020-01-01 17:00,3.1,,2.5,54,1024.5,2.5
262,고흥,2020-01-01 18:00,1.6,,1.7,62,1024.3,.4
262,고흥,2020-01-01 19:00,.5,,1.2,67,1024.3,.3
262,고흥,2020-01-01 20:00,.3,,1.2,66,1024,0
262,고흥,2020-01-01 21:00,-.2,,.8,70,1024.2,-.4
262,고흥,2020-01-01 22:00,-.4,,1.3,70,1024.5,-1
262,고흥,2020-01-01 23:00,-.5,,.9,69,1024.8,-1.6
262,고흥,2020-01-02 00:00,-1.4,,.3,72,1024.5,-2.1
263,의령군,2020-01-01 01:00,-7.7,,1.1,77,1030.9,-.4
263,의령군,2020-01-01 02:00,-8,,.2,79,1031.2,-.6
263,의령군,2020-01-01 03:00,-8.3,,.8,77,1030.6,-.9
263,의령군,2020-01-01 04:00,-8.4,,.8,73,1030.4,-.9
263,의령군,2020-01-01 05:00,-8,,.9,71,1030.6,-.8
263,의령군,2020-01-01 06:00,-7.7,,.2,72,1030.2,-.8
263,의령군,2020-01-01 07:00,-7.7,,.2,70,1030.2,-.8
263,의령군,2020-01-01 08:00,-7.1,,.4,74,1030.3,-.7
263,의령군,2020-01-01 09:00,-4.7,,.6,65,1030.8,-.4
263,의령군,2020-01-01 10:00,-1.5,,.1,47,1030.9,.1
263,의령군,2020-01-01 11:00,.6,,1.1,46,1030.5,.1
263,의령군,2020-01-01 12:00,3,,.9,45,1029.4,.2
263,의령군,2020-01-01 13:00,4.5,,1.4,44,1028.5,3.5
263,의령군,2020-01-01 14:00,5.3,,1.2,41,1027.8,4.2
263,의령군,2020-01-01 15:00,6,,1.3,40,1027.5,5
263,의령군,2020-01-01 16:00,6.3,,.8,39,1027.9,3.4
263,의령군,2020-01-01 17:00,4.5,,.7,48,1028.3,2.2
263,의령군,2020-01-01 18:00,.8,,2.4,67,1028.7,1.4
263,의령군,2020-01-01 19:00,-.4,,1.4,74,1028.9,1.1
263,의령군,2020-01-01 20:00,-.7,,.7,72,1028.6,1
263,의령군,2020-01-01 21:00,-.9,,.1,75,1028.7,.8
263,의령군,2020-01-01 22:00,-2.1,,.6,79,1029.2,.7
263,의령군,2020-01-01 23:00,-2.8,,.4,83,1029.4,.7
263,의령군,2020-01-02 00:00,-3.7,,.3,87,1028.9,.6
264,함양군,2020-01-01 01:00,-4.3,,3.9,22,1013.9,-4.1
264,함양군,2020-01-01 02:00,-5.7,,.1,31,1014,-4.5
264,함양군,2020-01-01 03:00,-8.1,,.4,48,1013.9,-4.8
264,함양군,2020-01-01 04:00,-6.2,,2,60,1013.6,-4.5
264,함양군,2020-01-01 05:00,-2.2,,3,53,1013.2,-3.1
264,함양군,2020-01-01 06:00,-.5,,3.4,56,1012.7,-2
264,함양군,2020-01-01 07:00,-.1,,3.6,58,1012.7,-2.1
264,함양군,2020-01-01 08:00,.2,,2.8,56,1012.7,-2
264,함양군,2020-01-01 09:00,1.2,,3.4,53,1013.2,-1.2
264,함양군,2020-01-01 10:00,2.4,,3.1,49,1013.4,-.5
264,함양군,2020-01-01 11:00,3.4,,3.7,45,1013,.9
264,함양군,2020-01-01 12:00,4.2,,3.9,45,1012.2,3
264,함양군,2020-01-01 13:00,4.8,,4.2,42,1011.4,2.7
264,함양군,2020-01-01 14:00,4.5,,5.7,45,1010.9,3.5
264,함양군,2020-01-01 15:00,4.4,,4.8,45,1011,1.3
264,함양군,2020-01-01 16:00,3.7,,5.6,47,1011.6,0
264,함양군,2020-01-01 17:00,2.8,,4.3,47,1012.1,-.2
264,함양군,2020-01-01 18:00,1.8,,2.5,52,1012.2,-.3
264,함양군,2020-01-01 19:00,1.3,,3.4,55,1012.4,-.6
264,함양군,2020-01-01 20:00,.9,,2.2,57,1012.1,-.9
264,함양군,2020-01-01 21:00,.4,,1.5,59,1011.9,-1.3
264,함양군,2020-01-01 22:00,-1.3,,.6,66,1012.4,-1.7
264,함양군,2020-01-01 23:00,-2.5,,.8,73,1012.3,-2
264,함양군,2020-01-02 00:00,-3.6,,.7,77,1012.1,-2.3
266,광양시,2020-01-01 01:00,-4.1,,1.2,35,1020.9,-1.7
266,광양시,2020-01-01 02:00,-4.4,,.2,35,1020.7,-1.8
266,광양시,2020-01-01 03:00,-4.7,,1.3,38,1021,-2
266,광양시,2020-01-01 04:00,-4.3,,.8,30,1021.2,-2.2
266,광양시,2020-01-01 05:00,-4.2,,.1,32,1020.5,-1.8
266,광양시,2020-01-01 06:00,-4.8,,.3,39,1020.4,-2.1
266,광양시,2020-01-01 07:00,-4.3,,.9,37,1021,-1.8
266,광양시,2020-01-01 08:00,-4.1,,.1,38,1020.9,-2.2
266,광양시,2020-01-01 09:00,-1.9,,.3,39,1021.2,-1.4
266,광양시,2020-01-01 10:00,.3,,.8,39,1021.5,0
266,광양시,2020-01-01 11:00,2.2,,.8,41,1021.3,2.4
266,광양시,2020-01-01 12:00,4.2,,1.4,41,1020.4,4.8
266,광양시,2020-01-01 13:00,6,,2.6,39,1019.3,7.8
266,광양시,2020-01-01 14:00,6,,3.8,40,1018.6,8.7
266,광양시,2020-01-01 15:00,6.1,,3.7,39,1018.4,8
266,광양시,2020-01-01 16:00,5.8,,3.2,41,1019.2,6
266,광양시,2020-01-01 17:00,4.3,,2.1,45,1019.7,3.7
266,광양시,2020-01-01 18:00,3,,3.3,49,1019.5,1.7
266,광양시,2020-01-01 19:00,2.6,,4.1,51,1019.5,.9
266,광양시,2020-01-01 20:00,1.8,,1.8,54,1019.2,.2
266,광양시,2020-01-01 21:00,1.4,,.8,55,1019.6,0
266,광양시,2020-01-01 22:00,1.4,,.4,54,1020,-.2
266,광양시,2020-01-01 23:00,1.1,,1.2,55,1020,-.2
266,광양시,2020-01-02 00:00,.6,,.2,58,1019.8,-.5
268,진도군,2020-01-01 01:00,-1.6,,3.5,69,1031.5,1
268,진도군,2020-01-01 02:00,-2.5,,2.7,70,1032,.8
268,진도군,2020-01-01 03:00,-2.5,,1.7,67,1032.4,.7
268,진도군,2020-01-01 04:00,-3,,2.2,67,1032.1,.6
268,진도군,2020-01-01 05:00,-3.2,,1.7,68,1031.7,.6
268,진도군,2020-01-01 06:00,-3.1,,1.4,69,1031.9,.5
268,진도군,2020-01-01 07:00,-4.7,,0,82,1032.3,.4
268,진도군,2020-01-01 08:00,-4.7,,0,83,1032.5,.2
268,진도군,2020-01-01 09:00,-3.6,,.9,84,1032.6,.2
268,진도군,2020-01-01 10:00,.4,,.2,65,1033.2,.3
268,진도군,2020-01-01 11:00,3.5,,1.3,61,1032.9,.4
268,진도군,2020-01-01 12:00,4.2,,3.5,61,1031.8,2.6
268,진도군,2020-01-01 13:00,4.7,,3,59,1031,5.8
268,진도군,2020-01-01 14:00,5.1,,4.1,57,1030.2,6.6
268,진도군,2020-01-01 15:00,4.9,,3.5,62,1030.3,6.5
268,진도군,2020-01-01 16:00,4.7,,3.6,64,1031.1,5.6
268,진도군,2020-01-01 17:00,4.6,,3.5,62,1030.7,4.9
268,진도군,2020-01-01 18:00,4.3,,2,64,1030.5,4.2
268,진도군,2020-01-01 19:00,4,,3.2,62,1030.4,3.7
268,진도군,2020-01-01 20:00,3.5,,2.9,62,1030,3
268,진도군,2020-01-01 21:00,1,,.1,72,1030.6,1.9
268,진도군,2020-01-01 22:00,.4,,1.6,81,1030.7,1.9
268,진도군,2020-01-01 23:00,-.3,,0,86,1030.8,1.8
268,진도군,2020-01-02 00:00,-.3,,0,85,1030.2,1.6
271,봉화,2020-01-01 01:00,-4.5,,3.5,40,990.5,-5.6
271,봉화,2020-01-01 02:00,-3.6,,4.1,52,990.2,-5
271,봉화,2020-01-01 03:00,-3.4,,2.8,55,989.6,-4.9
271,봉화,2020-01-01 04:00,-3.1,,3.8,59,989.4,-4.2
271,봉화,2020-01-01 05:00,-2.7,,3,61,989.3,-4.2
271,봉화,2020-01-01 06:00,-2.6,,1.7,64,989,-4.8
271,봉화,2020-01-01 07:00,-1.9,,3.4,63,989.5,-4.3
271,봉화,2020-01-01 08:00,-1.4,,1.9,62,989.8,-3.5
271,봉화,2020-01-01 09:00,-.6,,4.6,61,990.4,-1.5
271,봉화,2020-01-01 10:00,.1,,4.8,58,991,.1
271,봉화,2020-01-01 11:00,.8,,4.7,59,991,.7
271,봉화,2020-01-01 12:00,1.4,,5.5,56,989.8,2.1
271,봉화,2020-01-01 13:00,1.8,,5.9,55,989.1,3.2
271,봉화,2020-01-01 14:00,2,,5.6,54,988.7,2.8
271,봉화,2020-01-01 15:00,1.8,,4.5,55,988.9,1.4
271,봉화,2020-01-01 16:00,1.5,,4.1,59,989.4,0
271,봉화,2020-01-01 17:00,.7,,2.6,63,989.7,.1
271,봉화,2020-01-01 18:00,-.1,,1.4,65,990,-.1
271,봉화,2020-01-01 19:00,-.7,,.7,68,990.2,-.8
